date,state,district,market,commodity,variety,min_price,max_price,modal_price,arrivals_quintal
2025-11-07,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,2801.72,3992.89,3397.31,4739.3
2025-11-07,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,2638.63,3473.59,3056.11,3420.7
2025-11-07,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,3211.22,4555.44,3883.33,3562.2
2025-11-07,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,3308.81,4102.58,3705.69,3853.9
2025-11-07,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,3000.09,3826.04,3413.07,3489.7
2025-11-07,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,3490.11,4169.96,3830.03,3255.5
2025-11-07,Maharashtra,Pune,Pune APMC,Onion,Red,2965.19,4162.87,3564.03,4207.9
2025-11-07,Maharashtra,Pune,Pune APMC,Onion,Local,2914.33,4133.1,3523.71,4833.3
2025-11-07,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,3644.46,4924.25,4284.36,3301.0
2025-11-07,Maharashtra,Solapur,Solapur APMC,Onion,Red,2993.09,3764.5,3378.8,3683.1
2025-11-07,Maharashtra,Solapur,Solapur APMC,Onion,Local,2774.12,3535.15,3154.64,4759.1
2025-11-07,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,3277.57,4270.04,3773.8,3852.2
2025-11-07,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,3145.83,3876.44,3511.13,3681.4
2025-11-07,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,2572.95,3268.79,2920.87,2749.1
2025-11-07,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,2797.87,3988.93,3393.4,4711.5
2025-11-08,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,3080.88,4265.95,3673.42,4847.1
2025-11-08,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,3131.18,3892.22,3511.7,3466.3
2025-11-08,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,3327.99,4619.28,3973.64,3427.1
2025-11-08,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,3356.7,4195.4,3776.05,3966.9
2025-11-08,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,2782.53,3270.84,3026.69,4403.0
2025-11-08,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,3087.32,4045.39,3566.35,4156.1
2025-11-08,Maharashtra,Pune,Pune APMC,Onion,Red,3450.74,4100.21,3775.48,4899.9
2025-11-08,Maharashtra,Pune,Pune APMC,Onion,Local,3054.02,3660.39,3357.2,2846.1
2025-11-08,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,3077.82,4327.53,3702.67,4524.2
2025-11-08,Maharashtra,Solapur,Solapur APMC,Onion,Red,2971.81,4161.8,3566.81,4305.9
2025-11-08,Maharashtra,Solapur,Solapur APMC,Onion,Local,2536.72,3032.08,2784.4,3469.3
2025-11-08,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,3307.95,4042.8,3675.38,4064.3
2025-11-08,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,2943.25,3979.23,3461.24,4308.7
2025-11-08,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,2497.47,3568.38,3032.92,4114.4
2025-11-08,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,3360.03,4089.62,3724.82,2721.9
2025-11-09,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,3207.48,3997.96,3602.72,2995.5
2025-11-09,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,2747.21,3266.05,3006.63,4663.4
2025-11-09,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,3655.71,4334.45,3995.08,3255.7
2025-11-09,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,3280.19,3879.86,3580.03,2694.1
2025-11-09,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,2627.2,3506.83,3067.01,2842.8
2025-11-09,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,2885.44,3834.81,3360.12,3771.5
2025-11-09,Maharashtra,Pune,Pune APMC,Onion,Red,3104.75,4182.13,3643.44,4760.4
2025-11-09,Maharashtra,Pune,Pune APMC,Onion,Local,2865.57,3649.69,3257.63,4415.0
2025-11-09,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,3181.92,4535.84,3858.88,3896.4
2025-11-09,Maharashtra,Solapur,Solapur APMC,Onion,Red,2873.97,3661.77,3267.87,3469.6
2025-11-09,Maharashtra,Solapur,Solapur APMC,Onion,Local,2621.5,3228.93,2925.22,4566.5
2025-11-09,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,3192.79,4129.54,3661.16,4732.3
2025-11-09,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,2656.03,3541.63,3098.83,3393.4
2025-11-09,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,2570.5,3073.28,2821.89,3740.1
2025-11-09,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,3192.56,4463.63,3828.09,4700.0
2025-11-10,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,3439.56,4569.37,4004.46,4477.3
2025-11-10,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,3022.95,3623.25,3323.1,3550.2
2025-11-10,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,3323.21,4164.34,3743.77,4604.2
2025-11-10,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,2993.68,4067.98,3530.83,3926.9
2025-11-10,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,2904.76,3448.77,3176.77,4288.2
2025-11-10,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,2903.76,3575.9,3239.83,3726.5
2025-11-10,Maharashtra,Pune,Pune APMC,Onion,Red,3286.49,4628.79,3957.64,3673.8
2025-11-10,Maharashtra,Pune,Pune APMC,Onion,Local,3092.36,3691.53,3391.94,4781.3
2025-11-10,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,3504.31,4273.05,3888.68,2912.8
2025-11-10,Maharashtra,Solapur,Solapur APMC,Onion,Red,2999.41,3664.12,3331.77,2994.2
2025-11-10,Maharashtra,Solapur,Solapur APMC,Onion,Local,2829.95,3810.76,3320.36,4807.1
2025-11-10,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,2824.8,4036.53,3430.67,3933.6
2025-11-10,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,2889.44,3699.37,3294.4,2877.8
2025-11-10,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,2848.87,3833.45,3341.16,3254.2
2025-11-10,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,2863.63,3930.26,3396.94,4692.6
2025-11-11,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,3338.25,4198.02,3768.13,4438.9
2025-11-11,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,3139.13,3920.42,3529.78,4750.5
2025-11-11,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,3036.86,4358.58,3697.72,3515.8
2025-11-11,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,3124.34,4127.74,3626.04,4886.3
2025-11-11,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,2480.93,3434.21,2957.57,4532.3
2025-11-11,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,2877.42,4086.19,3481.81,3695.8
2025-11-11,Maharashtra,Pune,Pune APMC,Onion,Red,3694.63,4701.72,4198.18,3081.3
2025-11-11,Maharashtra,Pune,Pune APMC,Onion,Local,3281.72,4179.3,3730.51,4831.1
2025-11-11,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,3818.58,5159.03,4488.81,3191.0
2025-11-11,Maharashtra,Solapur,Solapur APMC,Onion,Red,2954.71,3873.32,3414.02,3265.6
2025-11-11,Maharashtra,Solapur,Solapur APMC,Onion,Local,2319.2,2863.04,2591.12,3319.4
2025-11-11,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,3087.29,3908.72,3498.0,4272.2
2025-11-11,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,3158.49,3831.45,3494.97,4097.7
2025-11-11,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,2694.41,3286.48,2990.45,3697.7
2025-11-11,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,3041.72,4231.14,3636.43,4299.6
2025-11-12,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,3406.86,4823.06,4114.96,4319.4
2025-11-12,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,2906.77,3668.06,3287.42,3434.8
2025-11-12,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,3328.35,4203.98,3766.16,3066.0
2025-11-12,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,2594.13,3435.17,3014.65,4609.5
2025-11-12,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,2398.91,3321.67,2860.29,4352.6
2025-11-12,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,3113.05,4211.96,3662.5,4169.2
2025-11-12,Maharashtra,Pune,Pune APMC,Onion,Red,3342.46,4709.91,4026.18,4022.5
2025-11-12,Maharashtra,Pune,Pune APMC,Onion,Local,3175.73,4036.59,3606.16,2845.0
2025-11-12,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,3262.76,4569.61,3916.19,3560.4
2025-11-12,Maharashtra,Solapur,Solapur APMC,Onion,Red,2863.05,4016.08,3439.57,3815.4
2025-11-12,Maharashtra,Solapur,Solapur APMC,Onion,Local,2407.98,2861.9,2634.94,2667.6
2025-11-12,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,2927.19,3808.71,3367.95,4681.7
2025-11-12,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,2986.04,4296.77,3641.4,3045.9
2025-11-12,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,2671.79,3585.02,3128.41,3585.4
2025-11-12,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,3091.87,3813.22,3452.54,4293.5
2025-11-13,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,3045.71,3841.14,3443.42,3220.5
2025-11-13,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,3110.64,3697.09,3403.87,3780.3
2025-11-13,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,3774.8,4766.82,4270.81,4403.2
2025-11-13,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,2953.36,3853.38,3403.37,4588.5
2025-11-13,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,2766.06,3685.04,3225.55,3730.5
2025-11-13,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,2937.01,4110.26,3523.63,3191.6
2025-11-13,Maharashtra,Pune,Pune APMC,Onion,Red,3142.35,4382.29,3762.32,3323.4
2025-11-13,Maharashtra,Pune,Pune APMC,Onion,Local,3199.34,3786.4,3492.87,3112.4
2025-11-13,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,3496.51,4522.42,4009.46,2728.6
2025-11-13,Maharashtra,Solapur,Solapur APMC,Onion,Red,3134.76,3749.83,3442.3,4049.7
2025-11-13,Maharashtra,Solapur,Solapur APMC,Onion,Local,2620.25,3401.28,3010.76,2777.7
2025-11-13,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,3064.47,4026.0,3545.23,2745.1
2025-11-13,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,3070.93,3797.61,3434.27,4775.0
2025-11-13,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,2784.55,3388.87,3086.71,2791.4
2025-11-13,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,3193.15,3945.92,3569.54,4763.0
2025-11-14,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,3163.78,3763.48,3463.63,3758.0
2025-11-14,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,3060.05,3630.53,3345.29,3556.3
2025-11-14,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,3143.28,4428.0,3785.64,4433.0
2025-11-14,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,3281.7,4310.67,3796.19,4431.1
2025-11-14,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,2696.79,3760.79,3228.79,3097.7
2025-11-14,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,3257.32,4149.01,3703.17,4053.8
2025-11-14,Maharashtra,Pune,Pune APMC,Onion,Red,3196.98,4375.56,3786.27,3421.8
2025-11-14,Maharashtra,Pune,Pune APMC,Onion,Local,2750.66,3898.21,3324.44,3562.5
2025-11-14,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,3340.52,4507.72,3924.12,3475.0
2025-11-14,Maharashtra,Solapur,Solapur APMC,Onion,Red,2888.38,3556.93,3222.66,4212.5
2025-11-14,Maharashtra,Solapur,Solapur APMC,Onion,Local,2789.01,3658.8,3223.91,4842.6
2025-11-14,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,3058.2,3872.14,3465.17,3280.2
2025-11-14,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,3400.15,4005.14,3702.65,4157.1
2025-11-14,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,2936.31,3575.1,3255.7,4812.5
2025-11-14,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,3087.45,3663.08,3375.26,4633.0
2025-11-15,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,3047.25,4252.1,3649.67,3624.3
2025-11-15,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,2704.29,3704.39,3204.34,4139.2
2025-11-15,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,3009.27,4211.68,3610.48,4342.3
2025-11-15,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,2775.9,3715.72,3245.81,3343.8
2025-11-15,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,2421.05,3390.16,2905.61,3383.4
2025-11-15,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,3214.22,3864.08,3539.15,2940.1
2025-11-15,Maharashtra,Pune,Pune APMC,Onion,Red,3444.64,4334.7,3889.67,2905.5
2025-11-15,Maharashtra,Pune,Pune APMC,Onion,Local,2807.14,3481.58,3144.36,3650.2
2025-11-15,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,3346.65,4672.97,4009.81,4366.1
2025-11-15,Maharashtra,Solapur,Solapur APMC,Onion,Red,2646.48,3791.91,3219.2,4604.9
2025-11-15,Maharashtra,Solapur,Solapur APMC,Onion,Local,2561.81,3036.07,2798.94,2747.6
2025-11-15,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,3388.31,4382.57,3885.44,3515.3
2025-11-15,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,3127.04,3827.13,3477.09,3177.1
2025-11-15,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,2888.4,3679.55,3283.98,4768.9
2025-11-15,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,3339.21,3961.29,3650.25,4518.9
2025-11-16,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,3137.72,4440.78,3789.25,4227.3
2025-11-16,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,2805.22,3537.89,3171.56,3676.0
2025-11-16,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,2859.35,3941.46,3400.4,4388.3
2025-11-16,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,3658.01,4305.13,3981.57,2984.9
2025-11-16,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,3063.62,3766.96,3415.29,3372.3
2025-11-16,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,2991.5,3855.66,3423.58,3976.3
2025-11-16,Maharashtra,Pune,Pune APMC,Onion,Red,3502.6,4869.47,4186.04,3824.1
2025-11-16,Maharashtra,Pune,Pune APMC,Onion,Local,2996.39,3734.08,3365.24,4776.7
2025-11-16,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,4096.87,5191.26,4644.07,2933.1
2025-11-16,Maharashtra,Solapur,Solapur APMC,Onion,Red,2641.94,3325.03,2983.49,4502.2
2025-11-16,Maharashtra,Solapur,Solapur APMC,Onion,Local,2719.57,3665.05,3192.31,4299.8
2025-11-16,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,2749.69,3562.72,3156.2,2926.1
2025-11-16,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,2985.37,3752.83,3369.1,4393.4
2025-11-16,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,2670.36,3660.15,3165.25,4671.0
2025-11-16,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,3275.05,3970.23,3622.64,3875.4
2025-11-17,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,3529.88,4309.02,3919.45,4826.3
2025-11-17,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,2841.26,3934.43,3387.84,3847.0
2025-11-17,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,3791.62,4505.37,4148.49,3228.0
2025-11-17,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,2996.12,3821.03,3408.58,3251.7
2025-11-17,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,2667.05,3783.17,3225.11,4018.9
2025-11-17,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,3235.37,4299.75,3767.56,3508.5
2025-11-17,Maharashtra,Pune,Pune APMC,Onion,Red,3756.56,4627.69,4192.13,3430.3
2025-11-17,Maharashtra,Pune,Pune APMC,Onion,Local,3266.75,4176.77,3721.76,3887.1
2025-11-17,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,3215.58,4414.17,3814.87,3245.0
2025-11-17,Maharashtra,Solapur,Solapur APMC,Onion,Red,3189.82,3785.37,3487.59,2986.1
2025-11-17,Maharashtra,Solapur,Solapur APMC,Onion,Local,2320.91,2759.62,2540.27,4344.7
2025-11-17,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,2882.18,3877.41,3379.8,4829.7
2025-11-17,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,2577.02,3566.82,3071.92,2772.4
2025-11-17,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,2774.58,3297.82,3036.2,2930.1
2025-11-17,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,3172.13,3973.18,3572.66,3165.6
2025-11-18,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,3222.62,4448.17,3835.39,3435.6
2025-11-18,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,2689.22,3608.58,3148.9,3485.2
2025-11-18,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,3649.93,4630.62,4140.28,3885.1
2025-11-18,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,2982.98,3584.01,3283.5,3861.4
2025-11-18,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,2935.17,3549.43,3242.3,3571.4
2025-11-18,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,3259.61,4221.86,3740.73,4690.1
2025-11-18,Maharashtra,Pune,Pune APMC,Onion,Red,3376.85,4078.79,3727.82,2992.2
2025-11-18,Maharashtra,Pune,Pune APMC,Onion,Local,2828.91,3962.8,3395.85,4044.8
2025-11-18,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,3867.58,4821.68,4344.63,4742.3
2025-11-18,Maharashtra,Solapur,Solapur APMC,Onion,Red,2791.33,3822.3,3306.82,2688.1
2025-11-18,Maharashtra,Solapur,Solapur APMC,Onion,Local,2849.63,3623.97,3236.8,4876.5
2025-11-18,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,2917.03,4067.01,3492.02,4346.5
2025-11-18,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,3357.6,4060.48,3709.04,4575.0
2025-11-18,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,2752.69,3859.37,3306.03,3584.7
2025-11-18,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,3343.7,3953.5,3648.6,2846.2
2025-11-19,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,3483.54,4790.68,4137.11,3747.1
2025-11-19,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,3124.25,3959.91,3542.08,2708.1
2025-11-19,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,3471.55,4781.19,4126.37,3702.1
2025-11-19,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,3045.85,3758.35,3402.1,4072.7
2025-11-19,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,2721.3,3354.09,3037.7,4167.4
2025-11-19,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,3037.01,4124.36,3580.69,2877.2
2025-11-19,Maharashtra,Pune,Pune APMC,Onion,Red,3693.4,4632.5,4162.95,4187.1
2025-11-19,Maharashtra,Pune,Pune APMC,Onion,Local,3128.13,3952.16,3540.15,3351.7
2025-11-19,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,3740.39,4752.34,4246.37,4119.7
2025-11-19,Maharashtra,Solapur,Solapur APMC,Onion,Red,2770.38,3793.72,3282.05,3179.9
2025-11-19,Maharashtra,Solapur,Solapur APMC,Onion,Local,2249.99,3054.41,2652.2,4365.5
2025-11-19,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,3172.97,3852.27,3512.62,4479.7
2025-11-19,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,2916.36,3490.77,3203.56,2835.3
2025-11-19,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,2377.63,3191.61,2784.62,4192.0
2025-11-19,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,3102.67,4101.15,3601.91,4531.2
2025-11-20,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,3104.65,3702.61,3403.63,4334.5
2025-11-20,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,2841.29,3875.72,3358.5,4566.7
2025-11-20,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,3142.5,4145.87,3644.18,2993.8
2025-11-20,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,2988.75,3724.77,3356.76,4480.9
2025-11-20,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,2652.27,3238.94,2945.6,2678.9
2025-11-20,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,3261.06,4303.47,3782.27,3913.7
2025-11-20,Maharashtra,Pune,Pune APMC,Onion,Red,3502.21,4991.85,4247.03,2811.6
2025-11-20,Maharashtra,Pune,Pune APMC,Onion,Local,2966.52,4020.24,3493.38,3074.9
2025-11-20,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,3511.17,4629.62,4070.4,4003.0
2025-11-20,Maharashtra,Solapur,Solapur APMC,Onion,Red,3031.02,3593.58,3312.3,4742.1
2025-11-20,Maharashtra,Solapur,Solapur APMC,Onion,Local,2571.33,3693.51,3132.42,2642.3
2025-11-20,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,3141.07,3858.15,3499.61,3776.6
2025-11-20,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,3256.69,4022.06,3639.38,3088.7
2025-11-20,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,3051.41,3592.4,3321.9,4549.8
2025-11-20,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,3378.37,4233.75,3806.06,4353.3
2025-11-21,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,3227.14,3841.91,3534.53,4478.7
2025-11-21,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,2883.67,3483.36,3183.52,3085.6
2025-11-21,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,3251.81,4553.58,3902.7,3289.5
2025-11-21,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,3126.37,4270.75,3698.56,3488.3
2025-11-21,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,2701.21,3778.65,3239.93,3973.2
2025-11-21,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,2783.88,3990.5,3387.19,4576.4
2025-11-21,Maharashtra,Pune,Pune APMC,Onion,Red,3770.81,4560.74,4165.78,3103.1
2025-11-21,Maharashtra,Pune,Pune APMC,Onion,Local,3228.29,3949.61,3588.95,4618.4
2025-11-21,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,2979.23,4190.36,3584.79,4807.9
2025-11-21,Maharashtra,Solapur,Solapur APMC,Onion,Red,3240.0,4033.59,3636.79,3187.1
2025-11-21,Maharashtra,Solapur,Solapur APMC,Onion,Local,2662.19,3470.27,3066.23,3732.9
2025-11-21,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,2534.33,3447.84,2991.09,4033.2
2025-11-21,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,2886.67,3740.07,3313.37,4273.2
2025-11-21,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,2798.93,3550.85,3174.89,3383.2
2025-11-21,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,3055.98,4003.57,3529.77,3253.7
2025-11-22,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,3018.04,4043.3,3530.67,4708.0
2025-11-22,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,2731.29,3684.15,3207.72,3926.9
2025-11-22,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,3213.04,3996.11,3604.58,2679.3
2025-11-22,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,2747.4,3459.61,3103.51,2803.6
2025-11-22,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,2872.63,3585.65,3229.14,3384.0
2025-11-22,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,3306.2,4355.56,3830.88,4448.3
2025-11-22,Maharashtra,Pune,Pune APMC,Onion,Red,3621.81,4329.38,3975.59,4385.0
2025-11-22,Maharashtra,Pune,Pune APMC,Onion,Local,3184.98,3933.67,3559.33,3034.8
2025-11-22,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,4031.97,5206.0,4618.99,4683.3
2025-11-22,Maharashtra,Solapur,Solapur APMC,Onion,Red,3328.31,4102.3,3715.3,4005.7
2025-11-22,Maharashtra,Solapur,Solapur APMC,Onion,Local,2899.25,3495.79,3197.52,2829.2
2025-11-22,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,2847.28,4091.18,3469.23,3948.4
2025-11-22,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,2911.93,3863.39,3387.66,4213.0
2025-11-22,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,2653.6,3807.66,3230.63,2896.7
2025-11-22,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,3300.96,3918.83,3609.9,4288.6
2025-11-23,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,2769.9,3978.35,3374.13,4478.7
