batch_id,storage_day,variety,storage_mode,initial_quality_score,curing_score,initial_weight_kg,temperature_C,relative_humidity_pct,mq135_gas_index,avg_temperature_24h_C,avg_humidity_24h_pct,avg_mq135_24h,hours_temp_above_27C_24h,hours_RH_above_65pct_24h,weight_loss_pct,decay_pct,sprouting_pct,remaining_shelf_life_days,usable_storage_endpoint_day,data_type
B136,4,Red,Ventilated_ambient,0.895,0.793,14.366,32.27,62.15,181.39,32.51,62.49,183.22,11.19,0.0,0.3,0.6,0.46,93,97,synthetic_research_anchored
B116,102,Red,DOGR_like,0.849,0.787,13.088,25.34,60.75,239.95,25.33,59.83,235.46,1.92,0.75,2.63,62.47,89.68,0,93,synthetic_research_anchored
B133,92,Red,DOGR_like,0.9,0.98,19.308,23.43,64.5,215.68,23.53,64.41,214.11,0.0,1.46,2.56,45.76,65.47,13,105,synthetic_research_anchored
B150,46,Yellow,Ventilated_ambient,0.815,0.915,8.623,30.77,74.35,254.67,30.77,74.58,254.5,10.16,9.85,2.73,59.91,50.1,11,57,synthetic_research_anchored
B005,95,White,DOGR_like,0.884,0.727,8.685,23.35,61.08,237.08,23.47,60.97,232.53,0.0,1.56,2.54,56.67,79.14,4,99,synthetic_research_anchored
B161,20,White,Ventilated_ambient,0.923,0.736,8.523,25.78,69.62,144.15,25.71,69.47,141.21,0.0,4.07,0.89,0.0,0.0,67,87,synthetic_research_anchored
B055,37,Red,Ventilated_ambient,0.864,0.778,9.216,30.37,78.43,177.79,30.03,78.45,180.88,7.04,15.05,2.19,0.07,0.54,77,114,synthetic_research_anchored
B100,45,White,Ventilated_ambient,0.99,0.798,11.935,25.84,71.84,144.03,25.63,71.52,145.63,1.6,7.68,1.41,0.71,0.0,68,113,synthetic_research_anchored
B062,86,White,DOGR_like,0.883,0.85,18.992,28.73,59.87,259.07,28.96,59.83,257.12,4.78,0.19,3.18,66.13,87.36,0,80,synthetic_research_anchored
B155,73,Yellow,Ventilated_ambient,0.877,0.98,14.015,31.43,59.95,165.83,31.73,59.53,161.31,10.41,0.34,3.43,4.55,3.51,47,120,synthetic_research_anchored
B147,36,Red,Ventilated_ambient,0.865,0.83,11.277,28.87,67.06,169.36,28.78,66.38,164.76,2.96,0.67,1.39,0.0,0.5,84,120,synthetic_research_anchored
B126,30,Yellow,Ventilated_ambient,0.921,0.879,8.166,30.9,75.81,185.81,30.93,75.19,183.05,8.45,12.84,2.1,12.28,11.11,27,57,synthetic_research_anchored
B114,106,Red,Ventilated_ambient,0.863,0.671,8.187,24.23,68.55,244.51,24.15,68.97,250.48,0.0,5.03,3.0,71.96,97.79,0,89,synthetic_research_anchored
B008,20,Yellow,Ventilated_ambient,0.852,0.836,9.487,27.37,66.62,155.97,27.52,66.37,148.48,0.34,2.04,0.69,0.0,0.38,84,104,synthetic_research_anchored
B156,87,Red,DOGR_like,0.851,0.778,8.643,24.27,61.61,225.77,23.84,61.47,220.65,0.0,0.0,2.24,55.03,74.11,6,93,synthetic_research_anchored
B035,43,Red,Ventilated_ambient,0.887,0.823,13.801,33.28,68.21,174.01,33.42,67.95,178.13,14.41,2.35,2.63,0.78,0.0,68,111,synthetic_research_anchored
B053,57,White,DOGR_like,0.909,0.927,11.662,24.74,71.15,190.06,25.29,71.88,187.19,0.17,4.85,1.95,41.2,48.75,13,70,synthetic_research_anchored
B137,96,Yellow,Warm_ambient,0.948,0.827,8.197,29.91,68.32,265.21,29.92,69.06,271.15,8.3,3.88,4.37,82.92,97.53,0,74,synthetic_research_anchored
B155,23,Yellow,Ventilated_ambient,0.877,0.98,14.015,35.5,58.11,168.83,35.17,58.76,174.5,20.92,1.63,1.74,0.11,0.0,97,120,synthetic_research_anchored
B004,39,Red,Ventilated_ambient,0.75,0.898,11.786,29.17,67.7,172.78,29.03,67.12,176.19,5.71,2.72,1.92,1.51,0.65,81,120,synthetic_research_anchored
B037,72,White,Ventilated_ambient,0.811,0.862,10.96,30.42,59.16,239.02,30.65,58.34,243.27,10.26,1.54,3.61,61.22,59.18,10,82,synthetic_research_anchored
B085,112,Yellow,Warm_ambient,0.916,0.854,15.599,29.01,57.08,230.63,28.88,57.16,231.27,4.76,0.0,4.2,70.76,89.74,0,99,synthetic_research_anchored
B026,32,Red,Warm_ambient,0.919,0.908,19.703,36.03,70.64,195.39,36.14,70.79,195.84,21.54,6.14,2.98,4.29,2.87,44,76,synthetic_research_anchored
B085,26,Yellow,Warm_ambient,0.916,0.854,15.599,29.97,56.64,148.09,29.86,56.65,146.55,6.1,0.08,1.0,0.94,0.28,73,99,synthetic_research_anchored
B059,42,Red,Warm_ambient,0.858,0.799,17.071,36.26,65.62,179.85,36.22,65.99,183.84,19.76,2.49,3.11,4.12,4.01,41,83,synthetic_research_anchored
B002,43,Yellow,Warm_ambient,0.911,0.939,11.675,36.26,89.99,248.88,36.24,90.0,251.71,22.51,24.0,4.73,33.15,21.74,23,66,synthetic_research_anchored
B123,101,Yellow,Ventilated_ambient,0.837,0.802,13.128,28.38,62.03,241.26,28.16,61.21,244.27,3.89,0.0,3.42,69.54,92.05,0,92,synthetic_research_anchored
B148,98,Yellow,Ventilated_ambient,0.798,0.782,13.285,29.99,73.16,284.39,30.26,72.59,279.28,6.46,7.87,5.56,92.32,100.0,0,80,synthetic_research_anchored
B086,105,Red,Warm_ambient,0.861,0.731,19.175,31.61,75.86,289.61,31.41,76.31,294.03,11.2,10.5,7.01,100.0,100.0,0,81,synthetic_research_anchored
B104,31,Red,Ventilated_ambient,0.94,0.642,8.704,26.44,67.38,156.08,26.34,67.95,159.14,1.61,0.1,0.86,0.0,1.2,58,89,synthetic_research_anchored
B094,94,Red,Ventilated_ambient,0.865,0.748,18.309,32.1,63.25,281.97,31.73,62.71,279.34,11.45,0.0,5.45,89.52,89.92,0,87,synthetic_research_anchored
B101,112,Red,DOGR_like,0.844,0.792,10.382,28.5,62.16,223.41,28.16,61.73,225.13,5.9,0.0,3.72,60.94,80.92,8,120,synthetic_research_anchored
B028,50,Red,DOGR_like,0.912,0.904,12.891,25.02,63.01,149.6,25.25,63.14,149.09,0.83,1.01,1.07,0.0,0.0,70,120,synthetic_research_anchored
B101,18,Red,DOGR_like,0.844,0.792,10.382,24.59,64.92,155.34,24.56,65.52,153.58,0.0,0.49,0.48,1.23,0.0,102,120,synthetic_research_anchored
B066,0,Red,Ventilated_ambient,0.927,0.879,8.326,28.88,74.97,165.32,28.95,74.95,165.54,3.45,6.7,0.01,0.0,0.0,91,91,synthetic_research_anchored
B139,75,Red,Ventilated_ambient,0.908,0.85,14.222,34.23,75.31,253.81,34.35,74.79,250.16,20.14,11.33,6.12,55.12,37.29,22,97,synthetic_research_anchored
B101,26,Red,DOGR_like,0.844,0.792,10.382,25.08,64.51,144.88,25.4,65.08,144.09,0.0,0.73,0.6,0.0,0.0,94,120,synthetic_research_anchored
B057,75,Red,DOGR_like,0.882,0.977,9.443,24.64,52.99,157.79,24.63,53.68,149.78,0.0,2.17,2.03,7.01,8.18,39,114,synthetic_research_anchored
B016,32,Red,Warm_ambient,0.677,0.939,13.211,32.24,87.4,166.28,31.74,87.67,167.56,13.12,21.82,2.63,0.0,0.46,63,95,synthetic_research_anchored
B161,51,White,Ventilated_ambient,0.923,0.736,8.523,25.35,70.3,164.35,25.38,70.63,163.9,1.58,5.32,1.52,5.12,6.68,36,87,synthetic_research_anchored
B012,3,Yellow,Ventilated_ambient,0.883,0.655,9.702,29.6,79.22,163.72,29.87,78.96,163.55,6.85,14.31,0.39,0.0,0.0,102,105,synthetic_research_anchored
B073,67,Yellow,Ventilated_ambient,0.893,0.948,8.099,34.61,65.58,158.25,34.66,66.07,153.48,15.14,0.0,4.78,1.42,3.14,49,116,synthetic_research_anchored
B170,55,Red,Warm_ambient,0.869,0.704,14.978,25.99,72.98,187.88,26.36,72.89,190.81,1.62,9.14,1.99,13.7,13.66,29,84,synthetic_research_anchored
B150,95,Yellow,Ventilated_ambient,0.815,0.915,8.623,28.88,73.02,279.1,29.37,72.85,276.51,4.18,10.57,4.51,90.38,100.0,0,57,synthetic_research_anchored
B123,76,Yellow,Ventilated_ambient,0.837,0.802,13.128,26.39,63.02,206.85,26.45,62.93,209.05,0.27,1.55,2.19,41.09,49.31,16,92,synthetic_research_anchored
B074,112,Red,DOGR_like,0.921,0.852,12.879,26.42,72.73,248.72,26.69,72.76,248.12,0.0,6.88,3.91,64.52,85.32,8,120,synthetic_research_anchored
B094,3,Red,Ventilated_ambient,0.865,0.748,18.309,33.12,57.8,147.28,33.04,57.18,144.61,13.42,1.35,0.32,0.0,0.0,84,87,synthetic_research_anchored
B169,6,Red,Ventilated_ambient,0.835,0.754,19.832,26.04,73.92,165.27,25.96,73.53,167.14,0.0,9.28,0.36,0.49,0.57,90,96,synthetic_research_anchored
B058,100,Yellow,Warm_ambient,0.836,0.933,10.146,34.39,79.21,304.57,34.56,79.33,311.45,15.05,15.05,8.72,100.0,100.0,0,66,synthetic_research_anchored
B006,101,Red,DOGR_like,0.963,0.805,13.428,23.41,62.17,221.51,23.65,62.75,221.27,0.0,0.23,2.67,53.36,75.07,9,110,synthetic_research_anchored
B029,103,Red,Ventilated_ambient,0.99,0.887,17.853,35.56,69.46,304.46,35.37,69.84,308.48,19.58,6.04,7.77,100.0,99.95,0,78,synthetic_research_anchored
B160,75,Red,DOGR_like,0.946,0.682,14.162,26.05,58.91,145.89,25.92,58.58,140.82,1.11,0.0,2.22,4.27,5.22,45,120,synthetic_research_anchored
B038,96,Red,DOGR_like,0.99,0.683,12.468,26.26,61.0,201.04,25.86,60.36,200.21,0.72,0.0,2.54,35.22,40.26,24,120,synthetic_research_anchored
B110,58,Red,Ventilated_ambient,0.858,0.98,10.41,33.6,89.34,207.62,34.0,89.3,208.2,17.2,22.97,5.72,23.07,16.89,30,88,synthetic_research_anchored
B150,77,Yellow,Ventilated_ambient,0.815,0.915,8.623,30.21,74.99,304.58,30.04,75.74,307.72,7.46,11.08,4.52,100.0,100.0,0,57,synthetic_research_anchored
B064,83,White,DOGR_like,0.938,0.762,8.039,28.45,64.5,246.53,28.53,64.69,242.85,4.18,0.21,2.53,59.64,72.86,7,90,synthetic_research_anchored
B059,36,Red,Warm_ambient,0.858,0.799,17.071,36.69,64.56,184.53,36.36,63.62,184.22,23.97,0.0,3.11,2.31,2.63,47,83,synthetic_research_anchored
B047,14,Red,DOGR_like,0.949,0.772,10.972,26.42,67.26,161.67,26.6,66.93,160.49,0.1,1.64,0.36,0.63,0.0,81,95,synthetic_research_anchored
B127,79,Red,Warm_ambient,0.905,0.695,13.112,29.58,69.1,262.65,29.82,70.21,262.51,5.32,4.67,3.88,80.49,88.03,0,76,synthetic_research_anchored
B125,28,Yellow,Ventilated_ambient,0.874,0.679,13.26,26.68,66.39,129.33,26.89,65.78,127.25,0.0,2.15,0.77,0.17,0.0,60,88,synthetic_research_anchored
B027,5,Red,DOGR_like,0.874,0.761,12.162,26.02,67.23,150.14,26.32,66.52,147.34,0.59,0.92,0.13,1.56,0.0,115,120,synthetic_research_anchored
B055,83,Red,Ventilated_ambient,0.864,0.778,9.216,33.45,74.26,218.27,33.45,74.82,216.59,14.72,11.19,6.18,30.52,21.2,31,114,synthetic_research_anchored
B146,84,Yellow,Warm_ambient,0.906,0.824,12.681,29.53,78.82,298.15,29.36,78.81,292.41,5.83,11.44,4.75,98.49,96.56,0,80,synthetic_research_anchored
B040,65,Yellow,Ventilated_ambient,0.924,0.886,18.176,31.65,80.18,274.36,31.4,80.3,284.19,12.34,15.32,4.52,84.28,66.82,9,74,synthetic_research_anchored
B100,12,White,Ventilated_ambient,0.99,0.798,11.935,21.91,67.09,151.43,21.63,68.09,153.37,1.37,2.41,0.21,0.0,0.0,101,113,synthetic_research_anchored
B034,29,Red,DOGR_like,0.917,0.836,17.176,28.24,61.01,136.26,28.42,60.49,133.69,3.13,0.49,0.99,0.38,0.93,69,98,synthetic_research_anchored
B139,106,Red,Ventilated_ambient,0.908,0.85,14.222,35.25,75.32,323.47,35.32,74.81,324.15,19.23,11.6,8.99,100.0,99.08,0,97,synthetic_research_anchored
B077,70,Red,Warm_ambient,0.858,0.928,10.363,28.56,77.73,165.88,28.53,77.44,163.93,3.38,12.1,3.54,2.72,4.02,50,120,synthetic_research_anchored
B022,66,Red,Ventilated_ambient,0.935,0.66,12.338,29.08,83.98,302.4,28.94,83.69,304.03,5.51,18.93,4.0,93.81,76.81,6,72,synthetic_research_anchored
B151,40,Red,DOGR_like,0.99,0.98,16.832,28.86,61.14,153.71,28.93,61.53,154.84,4.45,2.36,1.59,0.8,0.35,63,103,synthetic_research_anchored
B097,14,Red,Warm_ambient,0.961,0.861,15.828,28.55,75.2,174.96,28.74,74.48,173.83,4.54,9.7,0.72,0.0,0.0,103,117,synthetic_research_anchored
B076,43,White,DOGR_like,0.883,0.806,11.02,27.07,58.7,165.15,27.18,58.37,165.64,0.35,0.0,1.19,0.05,1.25,61,104,synthetic_research_anchored
B096,7,Red,DOGR_like,0.884,0.78,16.372,24.37,58.84,142.39,24.18,59.2,146.85,1.64,0.0,0.16,0.14,0.0,110,117,synthetic_research_anchored
B076,107,White,DOGR_like,0.883,0.806,11.02,24.69,59.24,230.2,24.55,59.25,226.54,0.0,0.0,2.55,58.11,86.86,0,104,synthetic_research_anchored
B021,9,Red,Ventilated_ambient,0.949,0.939,19.361,27.85,68.4,166.28,27.83,69.04,158.23,4.28,4.1,0.22,0.0,0.76,81,90,synthetic_research_anchored
B003,4,Red,Warm_ambient,0.857,0.893,18.812,31.47,83.8,191.33,31.68,84.01,193.18,10.78,18.72,0.21,0.0,0.26,87,91,synthetic_research_anchored
B032,64,Yellow,Ventilated_ambient,0.99,0.893,14.105,37.16,76.83,205.51,37.18,76.57,201.03,22.86,10.95,6.08,3.13,0.12,56,120,synthetic_research_anchored
B159,99,Red,Ventilated_ambient,0.744,0.624,19.255,23.13,65.71,231.62,22.94,64.9,232.73,0.0,1.14,2.85,66.95,91.23,0,94,synthetic_research_anchored
B162,44,Red,Ventilated_ambient,0.85,0.823,16.89,27.91,74.59,165.9,28.49,75.08,165.93,2.83,9.58,1.96,0.0,2.49,52,96,synthetic_research_anchored
B076,14,White,DOGR_like,0.883,0.806,11.02,26.82,59.74,144.57,26.79,59.32,148.28,2.63,1.44,0.41,0.0,0.86,90,104,synthetic_research_anchored
B019,84,Red,Ventilated_ambient,0.863,0.681,15.661,31.64,71.78,285.26,31.5,71.98,282.85,11.9,6.08,4.91,80.94,78.56,6,90,synthetic_research_anchored
B087,32,Yellow,Ventilated_ambient,0.773,0.879,11.239,33.75,70.31,160.43,33.57,70.1,169.03,17.07,6.28,2.27,0.0,0.0,65,97,synthetic_research_anchored
B007,109,Yellow,Ventilated_ambient,0.866,0.802,15.565,27.15,71.99,245.68,26.95,72.83,243.94,0.0,6.97,3.97,77.14,100.0,0,80,synthetic_research_anchored
B110,67,Red,Ventilated_ambient,0.858,0.98,10.41,35.08,89.52,264.43,35.05,89.44,269.59,19.78,21.9,6.83,58.54,39.35,21,88,synthetic_research_anchored
B148,53,Yellow,Ventilated_ambient,0.798,0.782,13.285,33.86,77.19,210.32,33.52,77.12,205.25,17.26,12.68,4.48,26.45,18.52,27,80,synthetic_research_anchored
B072,33,Yellow,Ventilated_ambient,0.912,0.669,11.123,35.08,73.02,177.38,34.92,72.47,182.12,21.15,7.91,2.78,0.14,1.06,74,107,synthetic_research_anchored
B095,21,Yellow,Ventilated_ambient,0.862,0.677,13.551,25.59,69.46,153.96,25.5,69.68,153.01,0.06,4.35,0.85,2.32,3.18,40,61,synthetic_research_anchored
B010,84,White,DOGR_like,0.784,0.979,19.875,21.77,59.98,226.67,21.19,60.6,224.49,0.0,0.0,2.34,50.88,69.25,8,92,synthetic_research_anchored
B179,70,Red,DOGR_like,0.99,0.897,9.551,32.25,62.16,242.16,32.42,62.54,243.95,11.86,0.0,3.86,59.74,52.87,13,83,synthetic_research_anchored
B054,24,Yellow,Ventilated_ambient,0.964,0.805,14.51,28.23,67.93,157.78,28.34,67.94,156.61,0.66,3.06,0.89,0.57,0.87,77,101,synthetic_research_anchored
B136,84,Red,Ventilated_ambient,0.895,0.793,14.366,36.33,67.82,286.06,36.39,67.05,290.64,23.57,2.81,6.9,82.0,62.3,13,97,synthetic_research_anchored
B107,22,Yellow,Ventilated_ambient,0.79,0.69,18.083,30.5,70.24,177.63,30.46,70.75,179.97,10.35,6.17,1.34,0.11,0.14,76,98,synthetic_research_anchored
B138,17,Red,DOGR_like,0.859,0.752,10.457,27.95,56.86,153.86,28.04,55.71,147.52,2.49,0.61,0.46,0.34,0.04,103,120,synthetic_research_anchored
B067,116,Yellow,Ventilated_ambient,0.897,0.918,12.463,30.8,69.86,259.7,30.75,69.16,262.75,12.49,5.38,6.3,75.55,89.59,4,120,synthetic_research_anchored
B044,86,Yellow,Warm_ambient,0.867,0.872,11.746,33.31,86.64,319.16,33.27,86.22,319.48,14.65,21.46,7.47,100.0,100.0,0,79,synthetic_research_anchored
B145,63,Red,Ventilated_ambient,0.882,0.72,13.572,32.85,66.8,165.49,32.72,67.0,158.44,15.09,2.54,3.83,4.59,4.75,44,107,synthetic_research_anchored
B067,112,Yellow,Ventilated_ambient,0.897,0.918,12.463,28.92,70.22,280.91,28.65,70.35,278.22,5.72,7.22,4.87,67.29,85.23,8,120,synthetic_research_anchored
B041,111,White,Warm_ambient,0.985,0.828,10.177,36.18,72.71,306.81,36.26,72.45,304.47,21.88,7.72,9.47,100.0,100.0,0,71,synthetic_research_anchored
B126,69,Yellow,Ventilated_ambient,0.921,0.879,8.166,32.32,74.77,312.9,31.69,75.23,319.42,11.68,8.43,4.56,100.0,96.79,0,57,synthetic_research_anchored
B003,8,Red,Warm_ambient,0.857,0.893,18.812,32.35,80.14,163.74,32.09,79.89,162.33,11.93,12.98,0.7,0.71,0.0,83,91,synthetic_research_anchored
B128,58,Yellow,Warm_ambient,0.875,0.67,13.945,36.96,68.55,282.23,36.41,69.53,282.43,23.04,2.66,5.33,92.74,68.33,5,63,synthetic_research_anchored
B066,87,Red,Ventilated_ambient,0.927,0.879,8.326,32.8,72.25,298.22,32.89,71.05,298.97,14.47,6.9,5.87,91.94,83.63,4,91,synthetic_research_anchored
B179,28,Red,DOGR_like,0.99,0.897,9.551,28.79,67.7,153.76,28.58,67.58,140.39,5.58,2.35,0.89,0.0,0.52,55,83,synthetic_research_anchored
B061,74,Red,Ventilated_ambient,0.897,0.661,14.373,27.28,69.47,215.02,26.91,68.87,210.86,0.92,3.33,2.48,54.52,62.34,11,85,synthetic_research_anchored
B024,10,Red,Ventilated_ambient,0.831,0.841,17.081,27.35,77.58,167.27,27.3,77.49,169.0,0.58,13.54,0.65,0.3,0.86,74,84,synthetic_research_anchored
B130,105,Red,Warm_ambient,0.719,0.933,12.565,32.3,75.74,315.24,32.44,75.89,315.94,13.55,10.15,7.79,100.0,100.0,0,71,synthetic_research_anchored
B156,72,Red,DOGR_like,0.851,0.778,8.643,24.55,63.43,177.4,24.49,63.85,175.31,0.0,1.13,1.99,30.8,35.25,21,93,synthetic_research_anchored
B065,51,Yellow,Ventilated_ambient,0.859,0.76,18.109,31.75,61.84,161.42,31.31,62.0,163.4,13.41,0.71,2.67,9.45,8.55,33,84,synthetic_research_anchored
B167,77,Yellow,Ventilated_ambient,0.81,0.722,11.9,31.77,65.79,206.54,32.07,65.71,202.79,13.37,0.19,4.33,26.45,22.72,28,105,synthetic_research_anchored
B029,19,Red,Ventilated_ambient,0.99,0.887,17.853,34.06,61.61,172.06,33.96,61.78,173.42,17.82,1.18,1.13,0.0,0.68,59,78,synthetic_research_anchored
B179,101,Red,DOGR_like,0.99,0.897,9.551,31.4,72.24,294.8,31.25,71.32,296.74,10.1,6.63,5.69,96.55,99.35,0,83,synthetic_research_anchored
B094,38,Red,Ventilated_ambient,0.865,0.748,18.309,29.57,61.67,152.21,29.7,62.57,153.77,7.59,0.0,1.11,1.19,2.29,49,87,synthetic_research_anchored
B166,117,Red,Warm_ambient,0.895,0.782,12.145,42.55,85.47,337.36,42.35,85.6,339.32,24.0,20.36,16.39,100.0,100.0,0,61,synthetic_research_anchored
B072,34,Yellow,Ventilated_ambient,0.912,0.669,11.123,33.11,69.89,174.36,33.1,70.33,172.61,16.26,4.39,2.5,0.52,0.0,73,107,synthetic_research_anchored
B172,68,Yellow,Ventilated_ambient,0.867,0.778,16.521,30.94,58.55,171.95,31.13,58.48,169.38,10.74,0.0,3.54,1.84,2.67,50,118,synthetic_research_anchored
B062,41,White,DOGR_like,0.883,0.85,18.992,27.1,60.2,145.82,27.06,60.7,146.93,0.0,0.0,0.85,2.55,2.86,39,80,synthetic_research_anchored
B075,9,Red,Ventilated_ambient,0.89,0.863,11.502,32.78,67.53,165.25,32.93,67.69,167.46,12.67,5.52,0.35,0.88,0.87,78,87,synthetic_research_anchored
B017,61,Red,Ventilated_ambient,0.936,0.932,19.399,28.8,65.16,167.89,28.76,64.36,169.82,2.5,0.0,2.03,14.1,16.64,29,90,synthetic_research_anchored
B035,86,Red,Ventilated_ambient,0.887,0.823,13.801,32.86,71.69,231.19,32.88,72.28,227.96,13.73,6.44,5.71,44.46,34.29,25,111,synthetic_research_anchored
B146,26,Yellow,Warm_ambient,0.906,0.824,12.681,31.67,75.63,169.11,31.9,76.25,172.78,12.07,9.38,1.69,0.4,1.56,54,80,synthetic_research_anchored
B151,105,Red,DOGR_like,0.99,0.98,16.832,26.25,61.15,242.39,26.1,60.98,237.38,0.0,0.0,2.7,51.49,87.27,0,103,synthetic_research_anchored
B161,71,White,Ventilated_ambient,0.923,0.736,8.523,25.41,69.24,199.5,25.18,68.96,198.64,0.0,4.7,2.2,42.19,49.32,16,87,synthetic_research_anchored
B094,73,Red,Ventilated_ambient,0.865,0.748,18.309,32.75,62.78,245.81,32.95,61.84,246.81,13.77,0.0,4.51,63.46,51.81,14,87,synthetic_research_anchored
B047,63,Red,DOGR_like,0.949,0.772,10.972,25.15,71.67,175.53,24.91,71.71,173.59,1.25,6.29,1.84,12.49,13.71,32,95,synthetic_research_anchored
B034,9,Red,DOGR_like,0.917,0.836,17.176,27.78,60.77,148.8,27.58,60.54,144.65,0.0,0.0,0.6,0.0,0.0,89,98,synthetic_research_anchored
B147,32,Red,Ventilated_ambient,0.865,0.83,11.277,31.31,69.99,166.72,31.35,70.82,168.05,10.57,5.43,2.11,1.23,0.13,88,120,synthetic_research_anchored
B040,34,Yellow,Ventilated_ambient,0.924,0.886,18.176,31.03,71.72,182.2,30.87,72.33,178.54,7.7,6.07,2.09,2.21,2.02,40,74,synthetic_research_anchored
B172,25,Yellow,Ventilated_ambient,0.867,0.778,16.521,29.05,61.44,149.91,29.22,60.63,157.78,4.84,0.88,1.18,0.18,0.0,93,118,synthetic_research_anchored
B147,33,Red,Ventilated_ambient,0.865,0.83,11.277,30.17,69.04,172.71,29.87,69.37,168.36,6.29,5.11,1.67,0.0,0.59,87,120,synthetic_research_anchored
B093,70,White,Ventilated_ambient,0.843,0.876,19.125,22.95,71.81,183.66,22.93,72.26,183.02,0.03,6.53,2.21,30.76,34.08,22,92,synthetic_research_anchored
B035,82,Red,Ventilated_ambient,0.887,0.823,13.801,33.11,74.43,210.82,32.79,73.96,210.03,15.23,8.65,5.84,33.85,25.48,29,111,synthetic_research_anchored
B080,76,Yellow,Warm_ambient,0.978,0.723,8.99,30.8,73.84,226.73,30.63,74.52,234.19,8.94,9.72,4.34,44.1,37.46,22,98,synthetic_research_anchored
B031,51,Red,Ventilated_ambient,0.959,0.922,18.69,25.97,68.57,139.78,25.77,67.95,138.26,0.0,5.0,1.47,0.44,1.27,56,107,synthetic_research_anchored
B025,115,Yellow,DOGR_like,0.99,0.742,13.068,32.22,65.37,273.82,32.43,65.83,280.92,13.33,0.28,6.54,77.34,88.76,2,117,synthetic_research_anchored
B036,75,White,DOGR_like,0.783,0.909,9.333,30.54,63.71,258.53,31.09,64.27,258.58,9.28,0.0,3.82,78.0,82.15,0,74,synthetic_research_anchored
B062,67,White,DOGR_like,0.883,0.85,18.992,27.47,59.05,205.1,27.21,59.13,207.57,0.0,0.0,1.76,42.28,50.67,13,80,synthetic_research_anchored
B109,23,Red,Ventilated_ambient,0.918,0.775,17.875,29.9,70.77,169.08,30.14,71.43,163.23,6.89,4.07,1.37,0.0,0.99,58,81,synthetic_research_anchored
B131,52,Yellow,Ventilated_ambient,0.723,0.895,15.239,26.31,68.73,190.55,26.03,68.38,196.28,1.79,5.4,1.78,34.11,38.08,16,68,synthetic_research_anchored
B146,54,Yellow,Warm_ambient,0.906,0.824,12.681,31.43,78.58,193.0,31.54,78.47,196.1,11.3,11.69,3.5,25.19,19.85,26,80,synthetic_research_anchored
B033,113,Red,Ventilated_ambient,0.899,0.912,14.14,31.73,66.27,270.54,31.64,65.98,274.47,12.09,1.4,6.0,71.88,84.34,7,120,synthetic_research_anchored
B145,18,Red,Ventilated_ambient,0.882,0.72,13.572,29.51,60.97,140.22,29.22,60.61,141.06,5.17,0.0,0.84,0.38,0.0,89,107,synthetic_research_anchored
B085,79,Yellow,Warm_ambient,0.916,0.854,15.599,26.63,64.53,193.01,26.47,63.74,198.1,0.48,0.0,2.03,33.43,42.16,20,99,synthetic_research_anchored
B077,9,Red,Warm_ambient,0.858,0.928,10.363,30.67,85.78,162.85,30.95,85.29,161.83,10.08,18.29,0.68,0.2,0.0,111,120,synthetic_research_anchored
B139,16,Red,Ventilated_ambient,0.908,0.85,14.222,31.76,75.33,180.16,31.33,75.41,183.57,11.31,10.65,1.0,0.81,0.0,81,97,synthetic_research_anchored
B022,28,Red,Ventilated_ambient,0.935,0.66,12.338,27.85,81.96,170.34,27.95,81.55,165.8,0.99,15.64,1.32,1.6,2.54,44,72,synthetic_research_anchored
B037,46,White,Ventilated_ambient,0.811,0.862,10.96,30.89,56.12,169.65,31.22,55.35,166.77,8.86,0.0,2.36,7.3,4.15,36,82,synthetic_research_anchored
B036,42,White,DOGR_like,0.783,0.909,9.333,30.79,64.52,181.15,30.8,64.64,185.58,10.22,1.18,1.98,7.43,8.45,32,74,synthetic_research_anchored
B031,36,Red,Ventilated_ambient,0.959,0.922,18.69,25.95,66.79,155.13,26.15,67.29,156.61,1.83,0.98,1.23,0.41,0.0,71,107,synthetic_research_anchored
B070,63,Red,Ventilated_ambient,0.933,0.705,19.606,29.99,55.17,146.7,30.28,54.94,145.86,7.73,0.0,2.5,3.11,4.42,45,108,synthetic_research_anchored
B180,25,Red,Ventilated_ambient,0.895,0.748,9.985,28.29,69.61,170.76,28.29,69.6,170.36,3.23,5.58,0.69,0.0,1.02,95,120,synthetic_research_anchored
B021,26,Red,Ventilated_ambient,0.949,0.939,19.361,27.22,67.78,140.83,27.2,68.29,148.09,0.25,2.51,0.79,0.08,0.0,64,90,synthetic_research_anchored
B057,45,Red,DOGR_like,0.882,0.977,9.443,24.65,56.62,152.14,24.84,56.91,149.62,0.69,0.0,1.09,0.32,0.0,69,114,synthetic_research_anchored
B153,89,Yellow,Warm_ambient,0.92,0.98,13.087,28.77,65.82,224.62,29.11,66.25,224.68,3.96,1.98,3.27,35.37,36.1,25,114,synthetic_research_anchored
B054,107,Yellow,Ventilated_ambient,0.964,0.805,14.51,31.02,66.38,258.35,31.22,66.31,261.58,12.32,2.77,5.51,78.86,93.47,0,101,synthetic_research_anchored
B166,45,Red,Warm_ambient,0.895,0.782,12.145,41.09,87.56,293.11,40.76,87.7,291.09,24.0,20.94,5.92,74.5,37.39,16,61,synthetic_research_anchored
B153,116,Yellow,Warm_ambient,0.92,0.98,13.087,26.49,67.96,238.16,26.31,67.77,246.65,1.41,3.3,3.33,60.19,92.34,0,114,synthetic_research_anchored
